truth distance cut
0 0.018019067265344413 4.0
1 0.10959482613439213 4.0
0 4.790276109015856 4.0
1 34.45673015462715 4.0
0 0.002793941304052147 4.0
0 29.575661137473453 4.0
1 9.252285242178493 4.0
1 0.03051030035840829 4.0
1 0.017685554675758577 4.0
1 0.016854686074551626 4.0
1 2.5754016344197432 4.0
1 0.02733078706457329 4.0
1 3.424428460375541 4.0
1 1.7131868194815078e-05 4.0
1 0.4325874953875005 4.0
0 0.0007391837960224302 4.0
0 35.455156613269565 4.0
1 3.350477327054758 4.0
1 0.0019011696630434759 4.0
1 0.0009972965683140468 4.0
0 0.9554721276067915 4.0
0 1.0611071724152579 4.0
0 25.684500729661213 4.0
1 0.9785321847185383 4.0
1 0.23414427014732517 4.0
1 0.27286117428932394 4.0
1 0.19466898434770236 4.0
0 0.0780483798621622 4.0
1 0.04273948854150507 4.0
1 0.026069655504982556 4.0
1 1.778923779877042 4.0
1 5.627431831015334 4.0
1 0.0033673442616446946 4.0
1 1.2789749159355654 4.0
1 0.5474080491271942 4.0
1 0.18214744689977322 1.6
1 0.03051030035840829 1.6
1 0.017685554675758577 1.6
1 0.016854686074551626 1.6
1 2.5754016344197432 1.6
1 0.020196876708657465 1.6
1 1.786745010118926 1.6
1 1.7131868194815078e-05 1.6
0 0.1271231155702271 1.6
1 2.629706976560773 1.6
0 0.9554721276067915 1.6
1 0.9785321847185383 1.6
1 0.23414427014732517 1.6
1 0.27286117428932394 1.6
1 0.19466898434770236 1.6
0 0.0780483798621622 1.6
1 0.04273948854150507 1.6
1 0.026069655504982556 1.6
1 1.778923779877042 1.6
1 0.0033673442616446946 1.6
1 1.2789749159355654 1.6
1 0.5474080491271942 1.6
1 0.004403706281147087 1.6
1 0.5624147482545526 1.6
1 5.920143508665241 8.0
0 0.22628061375878508 8.0
0 32.28381914360606 8.0
0 0.039599107407787305 8.0
0 62.90641084490735 8.0
0 3.113198295539525 8.0
1 0.06893313960379462 8.0
1 0.17110456987054415 8.0
0 30.88606832950738 8.0
1 16.01485560801654 8.0
1 6.623040409203599 8.0
1 0.9542209860897958 8.0
1 0.032188301146255226 8.0
1 0.7333566100663647 8.0
1 0.032188301146255226 8.0
1 0.00010027658371869851 8.0
1 0.26788161941438465 8.0
1 0.00010027658371868171 8.0
1 0.002968392560100372 8.0
1 0.06304750614374997 8.0
0 6.244355050706557 8.0
0 32.5970727671102 8.0
1 0.1680617629739371 8.0
1 0.029410808520438994 8.0
0 0.01826327229804227 8.0
1 0.0018580045608116368 8.0
1 0.7987437475912024 8.0
1 0.12059266801365061 8.0
0 0.04113843310857317 8.0
1 0.0011129731939902793 8.0
1 0.2756409252170027 8.0
1 1.8131774253903508 8.0
1 4.933245542096193 8.0
1 1.6900818992066078 8.0
1 0.4882058544248509 8.0
1 0.5411244528191596 8.0
1 0.007772865529401071 8.0
1 0.6568640924196192 8.0
1 0.4680270432385798 8.0
1 0.05621527247588031 8.0
1 0.03472501206315375 8.0
0 3.113198295539525 4.0
1 0.06893313960379462 4.0
1 0.17110456987054415 4.0
0 30.88606832950738 4.0
0 0.2920573390950633 4.0
1 16.01485560801654 4.0
1 6.623040409203599 4.0
0 0.13538111984163556 4.0
1 0.9542209860897958 4.0
1 0.032188301146255226 4.0
1 0.7333566100663647 4.0
1 0.032188301146255226 4.0
1 0.00010027658371869851 4.0
1 0.26788161941438465 4.0
1 0.00010027658371868171 4.0
1 0.002968392560100372 4.0
1 0.06304750614374997 4.0
0 0.01826327229804227 4.0
1 0.0018580045608116368 4.0
1 0.7987437475912024 4.0
1 0.12059266801365061 4.0
0 0.04113843310857317 4.0
0 6.278516975856869 4.0
1 0.0011129731939902793 4.0
1 0.2756409252170027 4.0
1 1.8131774253903508 4.0
1 4.933245542096193 4.0
0 2.3614602864746534 4.0
1 1.6900818992066078 4.0
1 0.4882058544248509 4.0
1 0.5411244528191596 4.0
1 0.007772865529401071 4.0
1 0.6568640924196192 4.0
1 0.4680270432385798 4.0
1 0.05621527247588031 4.0
1 0.03472501206315375 4.0
1 6.838122894880218 1.6
0 7.6485497376018445 1.6
0 1.8030284515582125 1.6
1 0.2902263427790175 1.6
0 5.2108755358209695 1.6
1 0.9948652910186049 1.6
1 2.3125463084273137 1.6
1 0.9542209860897958 1.6
1 0.032188301146255226 1.6
1 0.7333566100663647 1.6
1 0.032188301146255226 1.6
1 6.17776965745922 1.6
1 2.223239685983038 1.6
1 3.022546392098298 1.6
1 0.002968392560100372 1.6
1 0.06304750614374997 1.6
0 0.01826327229804227 1.6
1 0.0018580045608116368 1.6
1 0.7987437475912024 1.6
1 0.12059266801365061 1.6
1 0.2994627324678538 1.6
0 9.19930888581222 1.6
1 0.018440289460263767 1.6
1 0.8889886518727078 1.6
1 0.02145859952539066 1.6
1 1.4652772098713158 1.6
1 1.3326337185149673 1.6
1 0.05621527247588031 1.6
1 0.03472501206315375 1.6
